age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
48.0,admin,single,universitydegree,no,yes,no,cellular,jul,fri,194.0,2.0,3.0,1.0,success,-1.7,94.215,-40.3,0.79,4991.6,yes
43.0,technician,single,professionalCourse,no,yes,no,telephone,may,mon,186.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40.0,services,married,highSchool,no,no,no,telephone,may,mon,322.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
56.0,services,married,highSchool,unknown,no,no,telephone,may,tue,135.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40.0,technician,married,basic4y,no,no,no,telephone,may,tue,217.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
43.0,technician,married,professionalCourse,no,yes,no,telephone,may,tue,225.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
71.0,retired,married,basic4y,no,yes,no,cellular,jul,thu,519.0,2.0,9.0,3.0,failure,-1.7,94.215,-40.3,0.899,4991.6,yes
41.0,services,married,basic9y,no,no,no,telephone,may,tue,157.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19.0,student,single,basic4y,no,yes,no,cellular,sep,wed,396.0,2.0,6.0,3.0,success,-1.1,94.199,-37.5,0.876,4963.6,yes
54.0,management,married,basic6y,unknown,yes,yes,telephone,may,tue,381.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35.0,blueCollar,married,basic6y,no,yes,no,telephone,may,mon,146.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26.0,blueCollar,single,basic6y,no,no,no,cellular,oct,wed,808.0,1.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,yes
66.0,retired,married,basic4y,no,yes,no,cellular,jul,mon,568.0,7.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,no
59.0,technician,married,professionalCourse,no,no,no,cellular,jun,thu,1207.0,4.0,999.0,1.0,failure,-1.7,94.055,-39.8,0.742,4991.6,yes
65.0,retired,married,basic4y,no,no,no,cellular,oct,wed,882.0,1.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,yes
30.0,blueCollar,single,unknown,no,no,no,telephone,may,tue,184.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32.0,admin,single,universitydegree,unknown,unknown,unknown,telephone,may,tue,49.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33.0,technician,married,universitydegree,no,no,no,cellular,sep,wed,216.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
61.0,retired,married,universitydegree,no,no,no,telephone,aug,wed,250.0,2.0,7.0,1.0,success,-1.7,94.027,-38.3,0.9,4991.6,yes
24.0,technician,single,professionalCourse,no,yes,no,cellular,sep,fri,1042.0,5.0,999.0,3.0,failure,-1.1,94.199,-37.5,0.878,4963.6,yes
28.0,student,single,basic9y,unknown,yes,no,telephone,may,tue,354.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
84.0,retired,divorced,basic4y,no,yes,yes,cellular,jul,tue,666.0,1.0,3.0,2.0,success,-1.7,94.215,-40.3,0.893,4991.6,yes
34.0,technician,married,unknown,no,no,no,cellular,nov,tue,206.0,1.0,6.0,2.0,success,-1.1,94.767,-50.8,1.046,4963.6,yes
41.0,blueCollar,married,unknown,unknown,no,no,telephone,may,mon,217.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34.0,technician,single,universitydegree,no,no,yes,telephone,sep,fri,231.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
25.0,technician,single,professionalCourse,no,yes,no,cellular,nov,fri,712.0,2.0,19.0,1.0,success,-1.1,94.767,-50.8,1.04,4963.6,yes
28.0,selfemployed,single,universitydegree,no,yes,no,cellular,jul,thu,198.0,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,no
28.0,unemployed,single,basic9y,no,no,yes,cellular,aug,tue,261.0,1.0,999.0,1.0,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
43.0,admin,married,professionalCourse,no,yes,yes,telephone,may,tue,161.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
48.0,services,married,highSchool,unknown,unknown,unknown,telephone,may,tue,152.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42.0,blueCollar,married,basic6y,no,no,yes,telephone,may,mon,583.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31.0,student,single,unknown,no,yes,no,cellular,aug,thu,306.0,2.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
42.0,technician,married,professionalCourse,no,no,no,cellular,aug,thu,295.0,1.0,6.0,2.0,success,-1.7,94.027,-38.3,0.899,4991.6,yes
45.0,management,married,universitydegree,no,yes,no,telephone,may,tue,140.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
57.0,management,married,universitydegree,no,no,no,cellular,sep,fri,277.0,2.0,6.0,2.0,success,-1.1,94.199,-37.5,0.883,4963.6,yes
62.0,retired,married,basic4y,no,no,no,cellular,aug,mon,317.0,1.0,9.0,2.0,failure,-1.7,94.027,-38.3,0.898,4991.6,yes
65.0,retired,married,basic4y,no,yes,yes,cellular,oct,wed,190.0,1.0,3.0,3.0,success,-1.1,94.601,-49.5,0.985,4963.6,yes
42.0,management,divorced,universitydegree,no,yes,no,telephone,may,mon,125.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29.0,admin,single,highSchool,no,yes,no,cellular,jul,tue,272.0,3.0,6.0,1.0,success,-1.7,94.215,-40.3,0.835,4991.6,yes
57.0,technician,married,professionalCourse,unknown,no,yes,telephone,may,tue,289.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36.0,blueCollar,married,basic9y,no,yes,no,telephone,may,mon,75.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36.0,services,single,universitydegree,no,no,no,cellular,aug,fri,394.0,6.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no
56.0,technician,married,unknown,no,yes,no,telephone,may,tue,174.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31.0,student,single,unknown,no,yes,no,cellular,aug,mon,868.0,3.0,18.0,3.0,failure,-1.7,94.027,-38.3,0.898,4991.6,yes
31.0,technician,single,universitydegree,no,no,no,cellular,jul,thu,200.0,4.0,999.0,1.0,failure,-1.7,94.215,-40.3,0.899,4991.6,yes
32.0,admin,married,universitydegree,no,no,no,telephone,nov,wed,651.0,1.0,999.0,1.0,failure,-1.1,94.767,-50.8,1.03,4963.6,yes
55.0,retired,single,highSchool,no,yes,no,telephone,may,mon,342.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22.0,services,single,professionalCourse,no,no,no,cellular,jul,tue,256.0,3.0,999.0,1.0,failure,-1.7,94.215,-40.3,0.835,4991.6,yes
36.0,management,divorced,universitydegree,no,yes,no,cellular,sep,tue,337.0,1.0,6.0,1.0,success,-1.1,94.199,-37.5,0.881,4963.6,yes
33.0,admin,married,universitydegree,no,no,no,cellular,sep,mon,369.0,3.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,yes
39.0,housemaid,married,basic4y,unknown,no,no,telephone,may,mon,69.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
21.0,student,single,highSchool,no,yes,yes,cellular,jun,wed,286.0,2.0,999.0,0.0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,yes
37.0,services,married,highSchool,no,yes,yes,cellular,oct,fri,608.0,2.0,12.0,2.0,failure,-1.1,94.601,-49.5,1.029,4963.6,yes
38.0,services,single,highSchool,unknown,no,no,telephone,may,mon,357.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39.0,management,married,universitydegree,no,yes,no,telephone,may,mon,193.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36.0,admin,married,universitydegree,no,unknown,unknown,telephone,may,tue,176.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
52.0,admin,divorced,universitydegree,no,no,no,telephone,may,mon,247.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31.0,unemployed,single,universitydegree,no,yes,no,cellular,jul,tue,309.0,1.0,6.0,3.0,success,-1.7,94.215,-40.3,0.835,4991.6,yes
41.0,technician,married,professionalCourse,unknown,no,no,telephone,may,mon,677.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42.0,technician,married,professionalCourse,no,yes,yes,cellular,oct,mon,509.0,1.0,6.0,1.0,success,-1.1,94.601,-49.5,1.0,4963.6,yes
39.0,selfemployed,married,basic9y,unknown,no,no,telephone,may,mon,233.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
41.0,technician,single,highSchool,no,yes,no,telephone,may,mon,181.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37.0,admin,single,highSchool,no,yes,yes,telephone,may,mon,56.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26.0,technician,single,universitydegree,no,no,no,cellular,oct,wed,649.0,1.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,yes
33.0,services,single,universitydegree,no,yes,no,cellular,oct,mon,252.0,2.0,3.0,2.0,success,-1.1,94.601,-49.5,0.977,4963.6,yes
33.0,technician,married,professionalCourse,no,no,no,cellular,sep,wed,569.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
33.0,admin,single,universitydegree,no,yes,no,cellular,oct,mon,297.0,5.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,1.032,4963.6,yes
26.0,technician,single,professionalCourse,no,yes,no,cellular,sep,fri,249.0,1.0,3.0,3.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
40.0,technician,married,basic4y,no,no,yes,telephone,may,tue,195.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
41.0,management,married,basic6y,no,no,no,telephone,may,mon,200.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
50.0,blueCollar,divorced,highSchool,unknown,no,yes,telephone,may,mon,200.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42.0,admin,married,highSchool,no,yes,no,telephone,may,mon,248.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51.0,admin,married,universitydegree,no,yes,yes,cellular,oct,thu,236.0,3.0,3.0,1.0,success,-1.1,94.601,-49.5,0.965,4963.6,yes
37.0,admin,married,universitydegree,no,yes,no,cellular,nov,fri,281.0,1.0,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,no
36.0,technician,married,professionalCourse,no,yes,no,telephone,may,mon,232.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35.0,admin,married,universitydegree,no,yes,no,telephone,jul,fri,304.0,1.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.896,4991.6,yes
41.0,selfemployed,married,universitydegree,no,no,no,telephone,may,tue,402.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34.0,blueCollar,single,basic9y,unknown,no,no,telephone,may,mon,289.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38.0,services,married,highSchool,no,yes,no,telephone,may,tue,169.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36.0,blueCollar,single,highSchool,no,no,yes,telephone,may,mon,389.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42.0,technician,married,highSchool,no,no,no,telephone,may,mon,361.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
55.0,blueCollar,married,basic9y,unknown,yes,no,telephone,may,mon,212.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
54.0,services,married,unknown,no,yes,no,telephone,may,mon,229.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28.0,services,married,unknown,no,no,no,telephone,may,mon,408.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32.0,admin,married,highSchool,no,unknown,unknown,cellular,sep,mon,908.0,1.0,6.0,4.0,success,-1.1,94.199,-37.5,0.882,4963.6,yes
42.0,retired,married,basic4y,no,no,no,telephone,may,tue,145.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30.0,blueCollar,married,basic9y,no,no,no,telephone,may,tue,227.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
25.0,student,single,highSchool,no,yes,no,cellular,sep,thu,574.0,3.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
29.0,admin,married,universitydegree,unknown,yes,no,telephone,may,tue,379.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
43.0,services,married,highSchool,no,no,no,telephone,may,tue,202.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
56.0,entrepreneur,married,unknown,unknown,yes,no,telephone,may,mon,46.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51.0,blueCollar,married,basic9y,no,yes,no,cellular,aug,wed,237.0,1.0,6.0,4.0,success,-1.7,94.027,-38.3,0.903,4991.6,yes
70.0,retired,married,professionalCourse,no,no,no,cellular,oct,thu,585.0,1.0,6.0,3.0,success,-1.1,94.601,-49.5,0.987,4963.6,yes
59.0,management,married,basic4y,no,yes,no,cellular,jul,fri,351.0,3.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,no
27.0,blueCollar,single,basic6y,no,unknown,unknown,telephone,may,mon,119.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
57.0,services,married,highSchool,unknown,no,no,telephone,may,mon,149.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38.0,admin,divorced,highSchool,no,yes,yes,telephone,may,tue,179.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37.0,admin,married,highSchool,no,unknown,unknown,cellular,jul,thu,294.0,1.0,999.0,1.0,failure,-1.7,94.215,-40.3,0.81,4991.6,yes
38.0,entrepreneur,married,universitydegree,no,yes,no,cellular,aug,fri,633.0,1.0,16.0,1.0,success,-1.7,94.027,-38.3,0.898,4991.6,yes
36.0,admin,married,highSchool,no,no,no,telephone,may,tue,342.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31.0,blueCollar,single,basic9y,no,yes,no,telephone,may,tue,182.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
58.0,unemployed,married,universitydegree,no,yes,no,cellular,nov,thu,344.0,2.0,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,yes
23.0,student,single,basic9y,no,yes,yes,cellular,sep,mon,218.0,3.0,6.0,2.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
20.0,student,single,unknown,no,yes,yes,cellular,oct,tue,187.0,1.0,3.0,4.0,success,-1.1,94.601,-49.5,0.982,4963.6,yes
66.0,retired,married,basic4y,no,yes,no,telephone,oct,fri,369.0,2.0,999.0,1.0,failure,-1.1,94.601,-49.5,0.972,4963.6,yes
86.0,retired,married,unknown,unknown,yes,yes,cellular,sep,tue,211.0,1.0,7.0,4.0,success,-1.1,94.199,-37.5,0.877,4963.6,yes
28.0,student,single,basic9y,no,yes,no,cellular,aug,wed,178.0,1.0,0.0,1.0,success,-1.7,94.027,-38.3,0.9,4991.6,yes
44.0,admin,married,universitydegree,no,yes,no,cellular,oct,mon,252.0,1.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,yes
69.0,retired,divorced,professionalCourse,no,no,no,cellular,jun,fri,213.0,6.0,12.0,2.0,failure,-1.7,94.055,-39.8,0.748,4991.6,yes
21.0,student,single,basic9y,no,yes,no,cellular,jul,tue,209.0,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.797,4991.6,yes
34.0,technician,single,universitydegree,no,yes,no,cellular,sep,fri,294.0,4.0,10.0,3.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
39.0,services,divorced,highSchool,unknown,yes,no,telephone,may,mon,52.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
64.0,retired,married,professionalCourse,no,no,no,cellular,jun,tue,222.0,1.0,999.0,3.0,failure,-1.7,94.055,-39.8,0.761,4991.6,yes
41.0,unemployed,married,highSchool,no,yes,yes,cellular,sep,wed,175.0,1.0,6.0,1.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
37.0,admin,single,highSchool,no,no,no,telephone,oct,thu,301.0,1.0,3.0,1.0,success,-1.1,94.601,-49.5,0.987,4963.6,yes
23.0,student,single,highSchool,no,yes,no,cellular,oct,mon,226.0,2.0,999.0,1.0,failure,-1.1,94.601,-49.5,1.032,4963.6,yes
43.0,entrepreneur,married,highSchool,no,no,no,telephone,may,tue,166.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
50.0,management,married,universitydegree,no,yes,no,cellular,jul,thu,367.0,1.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,no
40.0,blueCollar,married,basic9y,no,no,yes,telephone,may,mon,178.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37.0,management,married,highSchool,no,yes,no,cellular,aug,thu,633.0,1.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
60.0,blueCollar,married,basic9y,unknown,no,no,telephone,may,mon,301.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39.0,management,married,universitydegree,no,yes,no,cellular,sep,thu,291.0,3.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,yes
25.0,student,single,highSchool,no,no,no,cellular,oct,fri,554.0,3.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,1.029,4963.6,yes
51.0,services,divorced,highSchool,unknown,yes,no,telephone,may,tue,568.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
43.0,technician,married,unknown,unknown,no,no,telephone,may,mon,366.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
55.0,technician,married,professionalCourse,unknown,yes,no,telephone,may,mon,135.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
41.0,selfemployed,married,highSchool,no,yes,no,telephone,may,tue,102.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
47.0,selfemployed,married,professionalCourse,no,no,no,telephone,may,mon,446.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33.0,unemployed,married,basic9y,no,no,no,telephone,may,mon,545.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
50.0,admin,married,highSchool,no,yes,no,cellular,oct,thu,326.0,1.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,yes
60.0,unknown,single,unknown,unknown,yes,no,telephone,may,tue,211.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
59.0,unknown,married,unknown,no,no,no,cellular,aug,wed,198.0,1.0,6.0,1.0,success,-1.7,94.027,-38.3,0.9,4991.6,yes
65.0,management,married,universitydegree,no,yes,no,cellular,jul,mon,183.0,1.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.889,4991.6,yes
53.0,admin,married,professionalCourse,no,yes,no,telephone,may,tue,233.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39.0,services,single,highSchool,no,yes,no,cellular,aug,fri,308.0,6.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no
45.0,blueCollar,married,basic4y,unknown,no,no,telephone,may,tue,440.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
56.0,retired,married,basic4y,no,yes,no,cellular,jun,wed,337.0,2.0,3.0,2.0,success,-1.7,94.055,-39.8,0.767,4991.6,yes
56.0,blueCollar,married,basic4y,no,no,no,telephone,may,mon,136.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32.0,admin,single,highSchool,no,no,no,telephone,may,mon,611.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31.0,admin,single,universitydegree,no,yes,yes,cellular,sep,tue,194.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,yes
32.0,technician,married,unknown,unknown,yes,no,telephone,may,tue,267.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
23.0,student,single,basic9y,no,yes,no,cellular,sep,thu,954.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
78.0,retired,married,unknown,no,yes,no,cellular,jul,wed,87.0,3.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,yes
37.0,admin,married,universitydegree,no,no,no,telephone,may,mon,232.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
56.0,technician,married,professionalCourse,no,yes,no,cellular,jul,mon,207.0,2.0,13.0,1.0,success,-1.7,94.215,-40.3,0.87,4991.6,yes
57.0,unknown,married,unknown,unknown,yes,no,telephone,may,mon,48.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33.0,admin,married,universitydegree,no,no,no,cellular,aug,thu,361.0,1.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,no
48.0,technician,married,universitydegree,no,yes,yes,cellular,oct,tue,337.0,2.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,1.008,4963.6,yes
26.0,housemaid,married,universitydegree,no,no,no,telephone,may,tue,246.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30.0,technician,married,universitydegree,unknown,no,no,telephone,may,mon,40.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
60.0,retired,divorced,universitydegree,unknown,no,no,telephone,may,mon,514.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19.0,student,single,basic9y,no,no,yes,telephone,jul,mon,567.0,1.0,6.0,2.0,success,-1.7,94.215,-40.3,0.827,4991.6,yes
59.0,admin,married,universitydegree,no,no,no,telephone,may,mon,477.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40.0,technician,married,basic9y,no,no,no,telephone,may,mon,168.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
41.0,management,married,basic6y,no,no,no,telephone,may,mon,529.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38.0,technician,single,professionalCourse,no,yes,no,cellular,sep,thu,386.0,2.0,6.0,1.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
44.0,technician,married,highSchool,no,yes,yes,cellular,oct,mon,310.0,1.0,999.0,1.0,failure,-1.1,94.601,-49.5,1.0,4963.6,yes
25.0,student,single,unknown,no,no,no,cellular,sep,fri,732.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
64.0,retired,married,professionalCourse,no,no,no,cellular,aug,tue,482.0,1.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,yes
49.0,blueCollar,married,unknown,no,no,no,telephone,may,tue,286.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37.0,admin,married,universitydegree,unknown,yes,no,telephone,may,mon,214.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
64.0,retired,married,basic4y,no,unknown,unknown,telephone,aug,fri,245.0,3.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,no
30.0,admin,single,highSchool,no,no,no,cellular,sep,fri,219.0,3.0,6.0,1.0,success,-1.1,94.199,-37.5,0.883,4963.6,yes
48.0,technician,married,professionalCourse,no,yes,yes,cellular,oct,mon,450.0,1.0,8.0,1.0,success,-1.1,94.601,-49.5,0.977,4963.6,yes
24.0,student,single,professionalCourse,no,yes,no,cellular,jul,wed,817.0,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,yes
37.0,admin,single,universitydegree,no,no,no,cellular,sep,thu,209.0,1.0,3.0,4.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
33.0,admin,married,universitydegree,no,yes,yes,cellular,jul,fri,217.0,3.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.79,4991.6,no
39.0,management,divorced,universitydegree,no,no,no,telephone,may,mon,207.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33.0,admin,married,highSchool,no,no,yes,telephone,may,mon,181.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
62.0,admin,married,highSchool,no,no,no,cellular,oct,tue,318.0,1.0,4.0,3.0,success,-1.1,94.601,-49.5,1.037,4963.6,yes
42.0,technician,single,professionalCourse,unknown,no,no,telephone,may,mon,22.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34.0,services,married,highSchool,no,no,no,telephone,may,mon,962.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
50.0,management,married,universitydegree,unknown,no,yes,telephone,may,mon,161.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
25.0,student,single,highSchool,no,yes,no,cellular,oct,mon,211.0,2.0,6.0,3.0,success,-1.1,94.601,-49.5,1.032,4963.6,yes
51.0,blueCollar,married,unknown,unknown,no,no,telephone,may,mon,243.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30.0,student,single,unknown,unknown,no,no,telephone,may,tue,133.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33.0,services,married,highSchool,unknown,no,yes,telephone,may,mon,189.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
56.0,retired,married,highSchool,no,no,no,cellular,jun,tue,383.0,1.0,3.0,1.0,success,-1.7,94.055,-39.8,0.761,4991.6,yes
26.0,technician,single,universitydegree,no,yes,no,cellular,sep,fri,284.0,3.0,999.0,1.0,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
